ENTRY            10104   20000202                             00001010400000001 
SUBENT        10104001   20000202                             00001010400100001 
BIB                 13         30                                 1010400100002 
INSTITUTE  (1USAORL)                                              1010400100003 
REFERENCE  (R,ORNL-4518,197008)                                   1010400100004 
AUTHOR     (F.G.PEREY,W.E.KINNEY)                                 1010400100005 
TITLE      Neutron elastic- and inelastic- scattering cross       1010400100006 
            sections for Na in the range of 5.4 to 8.5 MeV        1010400100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1010400100008 
            bunched.                                              1010400100009 
INC-SOURCE (D-D) D(d,n) reaction using gas cells ranging in length1010400100010 
            from 0.7 to 4.0 cm. Neutron energy resolution between 1010400100011 
            40 to 170 keV.                                        1010400100012 
SAMPLE     Solid right circular cylinder 2.5 cm diameter,         1010400100013 
            2.54 cm high placed 10 to 30 cm from gas cell.        1010400100014 
METHOD     (TOF) Time-of-flight. 2.5 nanosec resolution (FWHM).   1010400100015 
DETECTOR   (SCIN)  12.5 cm diameter NE213 liquid scintillator     1010400100016 
            viewed by XP-1040 photomultipliers.  Flight paths of  1010400100017 
            4 to 6 meters employed.                               1010400100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Detector efficiency determined  1010400100019 
            relative to n-p cross section.                        1010400100020 
CORRECTION  Corrected for multiple scattering and other finite    1010400100021 
            sample size effects.                                  1010400100022 
STATUS     (APRVD) Approved by authors.                           1010400100023 
           Data rec'd in private comm., Kinney, July 1972.        1010400100024 
HISTORY    (19720712R)                                            1010400100025 
           (19750407A) ISO-QUANT CORRECTED FOR SUBENTRIES 53-67.  1010400100026 
           (19760206U) SECONDARY REFERENCE CORRECTED              1010400100027 
           (19820511A) CONVERTED TO REACTION FORMALISM            1010400100028 
           (19820511A) CONVERTED TO REACTION FORMALISM.           1010400100029 
           (19840418A) BIB CORRECTIONS.                           1010400100030 
           (20000202A) Converted to new date format, lower case.  1010400100031 
                       BIB corrections.                           1010400100032 
ENDBIB              30          0                                 1010400100033 
NOCOMMON             0          0                                 1010400100034 
ENDSUBENT           33          0                                 1010400199999 
SUBENT        10104002   20000202                             00001010400200001 
BIB                  3         11                                 1010400200002 
REACTION   (11-NA-23(N,EL)11-NA-23,,DA)                           1010400200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010400200004 
            . geometric parameters,                               1010400200005 
            . finite size corrections,                            1010400200006 
            . statistics,                                         1010400200007 
            . residual background effects due to peak stripping   1010400200008 
              procedures.                                         1010400200009 
            Does not include absolute error of + or - 7%,         1010400200010 
             estimated error in the absolute value of the         1010400200011 
             detector efficiency.                                 1010400200012 
HISTORY    (19820511A) SUBENTRIES 2,9,21,37 COMBINED.             1010400200013 
ENDBIB              11          0                                 1010400200014 
NOCOMMON             0          0                                 1010400200015 
DATA                 6         94                                 1010400200016 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010400200017 
ENDSUBENT           28          0                                 1010403399999 
SUBENT        10104034   20000202                             00001010403400001 
BIB                  3         11                                 1010403400002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010403400003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010403400004 
            . geometric parameters,                               1010403400005 
            . finite size corrections,                            1010403400006 
            . statistics,                                         1010403400007 
            . residual background effects due to peak stripping   1010403400008 
              procedures.                                         1010403400009 
            Does not include absolute error of + or - 7%,         1010403400010 
             estimated error in the absolute value of the         1010403400011 
             detector efficiency.                                 1010403400012 
HISTORY    (19820511A) SUBENTRIES 34,49 COMBINED.                 1010403400013 
ENDBIB              11          0                                 1010403400014 
COMMON               2          3                                 1010403400015 
E-LVL      E-LVL                                                  1010403400016 
MEV        MEV                                                    1010403400017 
  5.380      5.530                                                1010403400018 
ENDCOMMON            3          0                                 1010403400019 
DATA                 6         13                                 1010403400020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010403400021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010403400022 
  7.60     0.10         56.39          5.09    16.6       11.6    1010403400023 
  7.60     0.10         66.33          5.29    20.0       12.6    1010403400024 
  7.60     0.10         72.03          6.02    13.8       12.6    1010403400025 
  7.60     0.10         77.70          5.38    11.6       11.4    1010403400026 
  7.60     0.10        123.80          4.73    26.0       26.0    1010403400027 
  7.60     0.10        130.10          4.67    26.0       26.0    1010403400028 
  7.60     0.10        138.00          4.76    26.0       26.0    1010403400029 
  8.52     0.08         91.27          5.39    13.5       19.2    1010403400030 
  8.52     0.08         96.79          4.19     9.6       13.6    1010403400031 
  8.52     0.08        102.25          5.61    10.0       14.9    1010403400032 
  8.52     0.08        123.20          4.32    17.0       17.0    1010403400033 
  8.52     0.08        130.40          4.71    17.0       17.0    1010403400034 
  8.52     0.08        137.50          4.45    17.0       17.0    1010403400035 
ENDDATA             15          0                                 1010403400036 
ENDSUBENT           35          0                                 1010403499999 
SUBENT        10104035   20000202                             00001010403500001 
BIB                  3         11                                 1010403500002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010403500003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010403500004 
            . geometric parameters,                               1010403500005 
            . finite size corrections,                            1010403500006 
            . statistics,                                         1010403500007 
            . residual background effects due to peak stripping   1010403500008 
              procedures.                                         1010403500009 
            Does not include absolute error of + or - 7%,         1010403500010 
             estimated error in the absolute value of the         1010403500011 
             detector efficiency.                                 1010403500012 
HISTORY    (19820511A) SUBENTRIES 35,50 COMBINED.                 1010403500013 
ENDBIB              11          0                                 1010403500014 
COMMON               1          3                                 1010403500015 
E-LVL                                                             1010403500016 
MEV                                                               1010403500017 
  5.530                                                           1010403500018 
ENDCOMMON            3          0                                 1010403500019 
DATA                 6          6                                 1010403500020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010403500021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010403500022 
  7.60     0.10        124.06          1.97    28.2       29.4    1010403500023 
  7.60     0.10        131.15          1.83    24.7       25.7    1010403500024 
  7.60     0.10        138.23          2.19    25.3       28.6    1010403500025 
  8.52     0.08        123.32          1.20    29.6       33.1    1010403500026 
  8.52     0.08        130.52          1.68    22.2       20.0    1010403500027 
  8.52     0.08        137.63          1.97    17.3       19.9    1010403500028 
ENDDATA              8          0                                 1010403500029 
ENDSUBENT           28          0                                 1010403599999 
SUBENT        10104036   20000202                             00001010403600001 
BIB                  3         11                                 1010403600002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,DA)                       1010403600003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010403600004 
            . geometric parameters,                               1010403600005 
            . finite size corrections,                            1010403600006 
            . statistics,                                         1010403600007 
            . residual background effects due to peak stripping   1010403600008 
              procedures.                                         1010403600009 
            Does not include absolute error of + or - 7%,         1010403600010 
             estimated error in the absolute value of the         1010403600011 
             detector efficiency.                                 1010403600012 
HISTORY    (19820511A) SUBENTRIES 36,51 COMBINED.                 1010403600013 
ENDBIB              11          0                                 1010403600014 
COMMON               3          3                                 1010403600015 
E-LVL      E-LVL      E-LVL                                       1010403600016 
MEV        MEV        MEV                                         1010403600017 
  5.740      5.760      5.780                                     1010403600018 
ENDCOMMON            3          0                                 1010403600019 
DATA                 6          6                                 1010403600020 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1010403600021 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1010403600022 
  7.60     0.10        124.34          4.55    19.4       22.8    1010403600023 
  7.60     0.10        131.47          5.15    22.2       20.3    1010403600024 
  7.60     0.10        138.48          4.86    21.9       21.0    1010403600025 
  8.52     0.08        123.49          3.72    14.0       14.9    1010403600026 
  8.52     0.08        130.65          3.20    14.1       15.6    1010403600027 
  8.52     0.08        137.77          2.79    14.3       17.1    1010403600028 
ENDDATA              8          0                                 1010403600029 
ENDSUBENT           28          0                                 1010403699999 
NOSUBENT      10104037   20000202                             00001010403700001 
NOSUBENT      10104038   20000202                             00001010403800001 
NOSUBENT      10104039   20000202                             00001010403900001 
NOSUBENT      10104040   20000202                             00001010404000001 
NOSUBENT      10104041   20000202                             00001010404100001 
NOSUBENT      10104042   20000202                             00001010404200001 
NOSUBENT      10104043   20000202                             00001010404300001 
NOSUBENT      10104044   20000202                             00001010404400001 
NOSUBENT      10104045   20000202                             00001010404500001 
NOSUBENT      10104046   20000202                             00001010404600001 
NOSUBENT      10104047   19820511                             00001010404700001 
NOSUBENT      10104048   20000202                             00001010404800001 
NOSUBENT      10104049   20000202                             00001010404900001 
NOSUBENT      10104050   20000202                             00001010405000001 
NOSUBENT      10104051   20000202                             00001010405100001 
SUBENT        10104052   20000202                             00001010405200001 
BIB                  2          9                                 1010405200002 
REACTION   (11-NA-23(N,EL)11-NA-23,,SIG)                          1010405200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010405200004 
            . geometric parameters,                               1010405200005 
            . finite size corrections,                            1010405200006 
            . statistics,                                         1010405200007 
            . residual background effects due to peak stripping   1010405200008 
              procedures.                                         1010405200009 
            . estimated error in the absolute value of detector   1010405200010 
              efficiency (7%).                                    1010405200011 
ENDBIB               9          0                                 1010405200012 
NOCOMMON             0          0                                 1010405200013 
DATA                 4          4                                 1010405200014 
EN         EN-RSL     DATA       DATA-ERR                         1010405200015 
MEV        MEV        MB         PER-CENT                         1010405200016 
  5.44     0.17         970.24     7.2                            1010405200017 
  6.37     0.13         849.89     7.1                            1010405200018 
  7.60     0.10         714.50     7.2                            1010405200019 
  8.52     0.08         610.86     7.2                            1010405200020 
ENDDATA              6          0                                 1010405200021 
ENDSUBENT           20          0                                 1010405299999 
SUBENT        10104053   20000202                             00001010405300001 
BIB                  3         10                                 1010405300002 
REACTION   (11-NA-23(N,INL)11-NA-23,PAR,SIG)                      1010405300003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010405300004 
            . geometric parameters,                               1010405300005 
            . finite size corrections,                            1010405300006 
            . statistics,                                         1010405300007 
            . residual background effects due to peak stripping   1010405300008 
              procedures.                                         1010405300009 
            . estimated error in the absolute value of detector   1010405300010 
              efficiency (7%).                                    1010405300011 
HISTORY    (20000202A) Subentries 53-67 combined.                 1010405300012 
ENDBIB              10          0                                 1010405300013 
NOCOMMON             0          0                                 1010405300014 
DATA                 7         44                                 1010405300015 
E-LVL      E-LVL-MIN  E-LVL-MAX  EN         EN-RSL     DATA       1010405300016 
DATA-ERR                                                          1010405300017 
MEV        MEV        MEV        MEV        MEV        MB         1010405300018 
PER-CENT                                                          1010405300019 
  0.440                            5.44     0.17         259.97   1010405300020 
  7.5                                                             1010405300021 
  0.440                            6.37     0.13         201.53   1010405300022 
  7.5                                                             1010405300023 
  0.440                            7.60     0.10         125.99   1010405300024 
  7.8                                                             1010405300025 
  0.440                            8.52     0.08         147.92   1010405300026 
  7.4                                                             1010405300027 
  2.080                            5.44     0.17         149.42   1010405300028 
  8.4                                                             1010405300029 
  2.080                            6.37     0.13         150.05   1010405300030 
  8.3                                                             1010405300031 
  2.080                            7.60     0.10          91.74   1010405300032 
  8.1                                                             1010405300033 
  2.080                            8.52     0.08          65.83   1010405300034 
  8.2                                                             1010405300035 
             2.390      2.980      5.44     0.17         234.27   1010405300036 
  9.3                                                             1010405300037 
             2.390      2.980      6.37     0.13         213.08   1010405300038 
  8.2                                                             1010405300039 
             2.390      2.980      7.60     0.10         112.26   1010405300040 
  8.8                                                             1010405300041 
             3.680      3.920      5.44     0.17         161.96   1010405300042 
 14.1                                                             1010405300043 
             3.680      3.920      6.37     0.13         164.04   1010405300044 
  9.2                                                             1010405300045 
             3.680      3.920      7.60     0.10          84.21   1010405300046 
  8.3                                                             1010405300047 
             3.680      3.920      8.52     0.08          78.89   1010405300048 
  8.4                                                             1010405300049 
  2.390                            6.37     0.13          35.41   1010405300050 
 12.2                                                             1010405300051 
  2.390                            7.60     0.10          33.43   1010405300052 
 12.2                                                             1010405300053 
  2.390                            8.52     0.08          15.75   1010405300054 
 11.6                                                             1010405300055 
             2.640      2.710      6.37     0.13         109.97   1010405300056 
  9.1                                                             1010405300057 
             2.640      2.710      7.60     0.10          56.71   1010405300058 
 10.0                                                             1010405300059 
             2.640      2.710      8.52     0.08          43.39   1010405300060 
  9.5                                                             1010405300061 
  2.980                            6.37     0.13          80.28   1010405300062 
  9.3                                                             1010405300063 
  2.980                            7.60     0.10          58.96   1010405300064 
  9.8                                                             1010405300065 
  2.980                            8.52     0.08          38.18   1010405300066 
  9.2                                                             1010405300067 
  3.680                            6.37     0.13          54.13   1010405300068 
 10.7                                                             1010405300069 
  3.680                            7.60     0.10          31.71   1010405300070 
 11.4                                                             1010405300071 
  3.680                            8.52     0.08          25.32   1010405300072 
 13.3                                                             1010405300073 
             3.850      3.920      6.37     0.13         116.81   1010405300074 
 10.0                                                             1010405300075 
             3.850      3.920      7.60     0.10          68.82   1010405300076 
  9.6                                                             1010405300077 
             3.850      3.920      8.52     0.08          54.28   1010405300078 
  9.7                                                             1010405300079 
  4.430                            6.37     0.13          27.27   1010405300080 
 14.4                                                             1010405300081 
  4.430                            7.60     0.10          18.56   1010405300082 
  9.5                                                             1010405300083 
  4.430                            8.52     0.08          16.64   1010405300084 
 13.0                                                             1010405300085 
  4.770                            6.37     0.13          69.72   1010405300086 
 14.0                                                             1010405300087 
  4.770                            7.60     0.10          64.97   1010405300088 
  9.4                                                             1010405300089 
  4.770                            8.52     0.08          30.74   1010405300090 
 10.5                                                             1010405300091 
  5.380                            7.60     0.10          33.93   1010405300092 
 15.2                                                             1010405300093 
  5.380                            8.52     0.08          35.58   1010405300094 
 12.0                                                             1010405300095 
             5.380      5.530      7.60     0.10          67.00   1010405300096 
 11.5                                                             1010405300097 
             5.380      5.530      8.52     0.08          56.57   1010405300098 
 10.5                                                             1010405300099 
  5.530                            7.60     0.10          24.57   1010405300100 
 19.1                                                             1010405300101 
  5.530                            8.52     0.08          20.17   1010405300102 
 15.4                                                             1010405300103 
             5.740      5.780      7.60     0.10          60.60   1010405300104 
 17.5                                                             1010405300105 
             5.740      5.780      8.52     0.08          39.35   1010405300106 
 12.1                                                             1010405300107 
ENDDATA             92          0                                 1010405300108 
ENDSUBENT          107          0                                 1010405399999 
NOSUBENT      10104054   20000203                             00001010405400001 
NOSUBENT      10104055   20000203                             00001010405500001 
NOSUBENT      10104056   20000203                             00001010405600001 
NOSUBENT      10104057   20000203                             00001010405700001 
NOSUBENT      10104058   20000203                             00001010405800001 
NOSUBENT      10104059   20000203                             00001010405900001 
NOSUBENT      10104060   20000203                             00001010406000001 
NOSUBENT      10104061   20000203                             00001010406100001 
NOSUBENT      10104062   20000203                             00001010406200001 
NOSUBENT      10104063   20000203                             00001010406300001 
NOSUBENT      10104064   20000203                             00001010406400001 
NOSUBENT      10104065   20000203                             00001010406500001 
NOSUBENT      10104066   20000203                             00001010406600001 
NOSUBENT      10104067   20000203                             00001010406700001 
SUBENT        10104068   20000202                             00001010406800001 
BIB                  4         12                                 1010406800002 
REACTION   (11-NA-23(N,INL)11-NA-23,,DA/DE)                       1010406800003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1010406800004 
            . geometric parameters,                               1010406800005 
            . finite size corrections,                            1010406800006 
            . statistics,                                         1010406800007 
            . residual background effects due to peak stripping   1010406800008 
              procedures.                                         1010406800009 
            Does not include absolute error of + or - 7%,         1010406800010 
             estimated error in the absolute value of the         1010406800011 
             detector efficiency.                                 1010406800012 
STATUS      Average of the angular measurements.                  1010406800013 
HISTORY    (20000202A) Subentries 68-74 combined.                 1010406800014 
ENDBIB              12          0                                 1010406800015 
COMMON               2          3                                 1010406800016 
EN         EN-RSL                                                 1010406800017 
MEV        MEV                                                    1010406800018 
 8.52       0.08                                                  1010406800019 
ENDCOMMON            3          0                                 1010406800020 
DATA                 6        393                                 1010406800021 
ANG        ANG-MIN    ANG-MAX    Q-VAL      DATA       DATA-ERR   1010406800022 
ADEG       ADEG       ADEG       MEV        MB/SR/KEV  MB/SR/KEV  1010406800023 
            87.        134.5      -7.125        0.01536    0.007521010406800024 
            87.        134.5      -7.100        0.02164    0.008721010406800025 
            87.        134.5      -7.075        0.02040    0.007801010406800026 
            87.        134.5      -7.050        0.02436    0.007401010406800027 
            87.        134.5      -7.025        0.02116    0.006081010406800028 
            87.        134.5      -7.000        0.01812    0.004881010406800029 
            87.        134.5      -6.975        0.02148    0.005161010406800030 
            87.        134.5      -6.950        0.01728    0.003921010406800031 
            87.        134.5      -6.925        0.02040    0.004121010406800032 
            87.        134.5      -6.900        0.01796    0.003401010406800033 
            87.        134.5      -6.875        0.01996    0.003481010406800034 
            87.        134.5      -6.850        0.01344    0.002601010406800035 
            87.        134.5      -6.825        0.01332    0.002481010406800036 
            87.        134.5      -6.800        0.01196    0.002241010406800037 
            87.        134.5      -6.775        0.01548    0.002481010406800038 
            87.        134.5      -6.750        0.01352    0.002201010406800039 
            87.        134.5      -6.725        0.01476    0.002241010406800040 
            87.        134.5      -6.700        0.01616    0.002321010406800041 
            87.        134.5      -6.675        0.01832    0.002401010406800042 
            87.        134.5      -6.650        0.01592    0.002121010406800043 
            87.        134.5      -6.625        0.01660    0.002121010406800044 
            87.        134.5      -6.600        0.01200    0.001761010406800045 
            87.        134.5      -6.575        0.01004    0.001601010406800046 
            87.        134.5      -6.550        0.00840    0.001481010406800047 
            87.        134.5      -6.525        0.00948    0.001481010406800048 
            87.        134.5      -6.500        0.01220    0.001601010406800049 
            87.        134.5      -6.475        0.01472    0.001721010406800050 
            87.        134.5      -6.450        0.01932    0.001921010406800051 
            87.        134.5      -6.425        0.02128    0.002001010406800052 
            87.        134.5      -6.400        0.02044    0.001921010406800053 
            87.        134.5      -6.375        0.01924    0.001841010406800054 
            87.        134.5      -6.350        0.01704    0.001721010406800055 
            87.        134.5      -6.325        0.01372    0.001521010406800056 
            87.        134.5      -6.300        0.01240    0.001481010406800057 
            87.        134.5      -6.275        0.01176    0.001401010406800058 
            87.        134.5      -6.250        0.01408    0.001441010406800059 
            87.        134.5      -6.225        0.01252    0.001361010406800060 
            87.        134.5      -6.200        0.01544    0.001521010406800061 
            87.        134.5      -6.175        0.01448    0.001481010406800062 
            87.        134.5      -6.150        0.01596    0.001521010406800063 
            87.        134.5      -6.125        0.01700    0.001561010406800064 
            87.        134.5      -6.100        0.01724    0.001521010406800065 
            87.        134.5      -6.075        0.01812    0.001561010406800066 
            87.        134.5      -6.050        0.02088    0.001641010406800067 
            87.        134.5      -6.025        0.02152    0.001681010406800068 
            87.        134.5      -6.000        0.02032    0.001641010406800069 
            87.        134.5      -5.975        0.02160    0.001681010406800070 
            87.        134.5      -5.950        0.01936    0.001561010406800071 
            87.        134.5      -5.925        0.01904    0.001561010406800072 
            87.        134.5      -5.900        0.01800    0.001521010406800073 
            87.        134.5      -5.875        0.01752    0.001641010406800074 
            87.        134.5      -5.850        0.01740    0.001641010406800075 
            87.        134.5      -5.825        0.01788    0.001681010406800076 
            87.        134.5      -5.800        0.01952    0.001721010406800077 
            87.        134.5      -5.775        0.01676    0.001601010406800078 
            87.        134.5      -5.750        0.01552    0.001561010406800079 
            87.        134.5      -5.725        0.01372    0.001481010406800080 
            87.        134.5      -5.700        0.01212    0.001401010406800081 
            87.        134.5      -5.675        0.00752    0.001241010406800082 
            87.        134.5      -5.650        0.00660    0.001201010406800083 
            87.        134.5      -5.625        0.00456    0.001161010406800084 
            87.        134.5      -5.600        0.00244    0.001121010406800085 
            87.        134.5      -5.575        0.00136    0.001041010406800086 
            87.        134.5      -5.550        0.00072    0.000961010406800087 
            87.        134.5      -5.525        0.00028    0.000801010406800088 
            87.        134.5      -5.500        0.00016    0.001401010406800089 
            87.        134.5      -5.475        0.00024    0.001641010406800090 
            87.        134.5      -5.450        0.00016    0.001401010406800091 
 87.00                            -7.125        0.01536    0.007361010406800092 
 87.00                            -7.100        0.02164    0.008161010406800093 
 87.00                            -7.075        0.02040    0.007281010406800094 
 87.00                            -7.050        0.02272    0.007241010406800095 
 87.00                            -7.025        0.02508    0.007081010406800096 
 87.00                            -7.000        0.02152    0.005961010406800097 
 87.00                            -6.975        0.02168    0.005481010406800098 
 87.00                            -6.950        0.01288    0.004281010406800099 
 87.00                            -6.925        0.01616    0.004321010406800100 
 87.00                            -6.900        0.01628    0.004121010406800101 
 87.00                            -6.875        0.01956    0.004241010406800102 
 87.00                            -6.850        0.01720    0.003961010406800103 
 87.00                            -6.825        0.00788    0.003161010406800104 
 87.00                            -6.800        0.00632    0.002921010406800105 
 87.00                            -6.775        0.01584    0.003401010406800106 
 87.00                            -6.750        0.02028    0.003681010406800107 
 87.00                            -6.725        0.01832    0.003481010406800108 
 87.00                            -6.700        0.01764    0.003361010406800109 
 87.00                            -6.675        0.01992    0.003441010406800110 
 87.00                            -6.650        0.01260    0.002961010406800111 
 87.00                            -6.625        0.01548    0.003121010406800112 
 87.00                            -6.600        0.00968    0.002641010406800113 
 87.00                            -6.575        0.00804    0.002601010406800114 
 87.00                            -6.550        0.00380    0.002481010406800115 
 87.00                            -6.525        0.01056    0.002561010406800116 
 87.00                            -6.500        0.01512    0.002681010406800117 
 87.00                            -6.475        0.01916    0.002921010406800118 
 87.00                            -6.450        0.02052    0.002961010406800119 
 87.00                            -6.425        0.02032    0.003001010406800120 
 87.00                            -6.400        0.02180    0.003121010406800121 
 87.00                            -6.375        0.01900    0.002961010406800122 
 87.00                            -6.350        0.01500    0.002641010406800123 
 87.00                            -6.325        0.01612    0.002641010406800124 
 87.00                            -6.300        0.01500    0.002601010406800125 
 87.00                            -6.275        0.01400    0.002521010406800126 
 87.00                            -6.250        0.01388    0.002401010406800127 
 87.00                            -6.225        0.01328    0.002321010406800128 
 87.00                            -6.200        0.01668    0.002561010406800129 
 87.00                            -6.175        0.01328    0.002481010406800130 
 87.00                            -6.150        0.01488    0.002521010406800131 
 87.00                            -6.125        0.01608    0.002641010406800132 
 87.00                            -6.100        0.01680    0.002641010406800133 
 87.00                            -6.075        0.01752    0.002601010406800134 
 87.00                            -6.050        0.02224    0.002801010406800135 
 87.00                            -6.025        0.01912    0.002681010406800136 
 87.00                            -6.000        0.01740    0.002601010406800137 
 87.00                            -5.975        0.01904    0.002641010406800138 
 87.00                            -5.950        0.01728    0.002481010406800139 
 87.00                            -5.925        0.01660    0.002401010406800140 
 87.00                            -5.900        0.01860    0.002521010406800141 
 87.00                            -5.875        0.01944    0.002601010406800142 
 87.00                            -5.850        0.02140    0.002681010406800143 
 87.00                            -5.825        0.01580    0.002441010406800144 
 87.00                            -5.800        0.01976    0.002641010406800145 
 87.00                            -5.775        0.01744    0.002481010406800146 
 87.00                            -5.750        0.01904    0.002441010406800147 
 87.00                            -5.725        0.01476    0.002201010406800148 
 87.00                            -5.700        0.01340    0.002121010406800149 
 87.00                            -5.675        0.00740    0.001841010406800150 
 87.00                            -5.650        0.00848    0.001961010406800151 
 87.00                            -5.625        0.00616    0.001921010406800152 
 87.00                            -5.600        0.00280    0.001881010406800153 
 87.00                            -5.575        0.00164    0.001841010406800154 
 87.00                            -5.550        0.00076    0.001721010406800155 
 87.00                            -5.525        0.00028    0.001361010406800156 
 92.50                            -7.050        0.02940    0.009121010406800157 
 92.50                            -7.025        0.01496    0.005561010406800158 
 92.50                            -7.000        0.01048    0.004481010406800159 
 92.50                            -6.975        0.02132    0.005801010406800160 
 92.50                            -6.950        0.01296    0.004161010406800161 
 92.50                            -6.925        0.02132    0.005201010406800162 
 92.50                            -6.900        0.02288    0.005321010406800163 
 92.50                            -6.875        0.02344    0.004841010406800164 
 92.50                            -6.850        0.00868    0.003401010406800165 
 92.50                            -6.825        0.01756    0.003961010406800166 
 92.50                            -6.800        0.01408    0.003521010406800167 
 92.50                            -6.775        0.01420    0.003481010406800168 
 92.50                            -6.750        0.00768    0.002881010406800169 
 92.50                            -6.725        0.00992    0.003201010406800170 
 92.50                            -6.700        0.01224    0.003481010406800171 
 92.50                            -6.675        0.01504    0.003281010406800172 
 92.50                            -6.650        0.01104    0.002801010406800173 
 92.50                            -6.625        0.01052    0.002761010406800174 
 92.50                            -6.600        0.00820    0.002601010406800175 
 92.50                            -6.575        0.01088    0.002641010406800176 
 92.50                            -6.550        0.00924    0.002441010406800177 
 92.50                            -6.525        0.00560    0.002241010406800178 
 92.50                            -6.500        0.00716    0.002361010406800179 
 92.50                            -6.475        0.01200    0.002601010406800180 
 92.50                            -6.450        0.02088    0.002961010406800181 
 92.50                            -6.425        0.02024    0.002961010406800182 
 92.50                            -6.400        0.01528    0.002641010406800183 
 92.50                            -6.375        0.01876    0.002761010406800184 
 92.50                            -6.350        0.01856    0.002761010406800185 
 92.50                            -6.325        0.01204    0.002481010406800186 
 92.50                            -6.300        0.01108    0.002401010406800187 
 92.50                            -6.275        0.01144    0.002281010406800188 
 92.50                            -6.250        0.01456    0.002361010406800189 
 92.50                            -6.225        0.00960    0.002121010406800190 
 92.50                            -6.200        0.01488    0.002441010406800191 
 92.50                            -6.175        0.01368    0.002321010406800192 
 92.50                            -6.150        0.01648    0.002481010406800193 
 92.50                            -6.125        0.01936    0.002641010406800194 
 92.50                            -6.100        0.01612    0.002401010406800195 
 92.50                            -6.075        0.01964    0.002521010406800196 
 92.50                            -6.050        0.01984    0.002521010406800197 
 92.50                            -6.025        0.01952    0.002641010406800198 
 92.50                            -6.000        0.01952    0.002721010406800199 
 92.50                            -5.975        0.02128    0.002761010406800200 
 92.50                            -5.950        0.01612    0.002401010406800201 
 92.50                            -5.925        0.01988    0.002561010406800202 
 92.50                            -5.900        0.01840    0.002441010406800203 
 92.50                            -5.875        0.01548    0.002281010406800204 
 92.50                            -5.850        0.01580    0.002281010406800205 
 92.50                            -5.825        0.02132    0.002601010406800206 
 92.50                            -5.800        0.02152    0.002561010406800207 
 92.50                            -5.775        0.01832    0.002401010406800208 
 92.50                            -5.750        0.01460    0.002201010406800209 
 92.50                            -5.725        0.01492    0.002281010406800210 
 92.50                            -5.700        0.01524    0.002281010406800211 
 92.50                            -5.675        0.00988    0.002041010406800212 
 92.50                            -5.650        0.00676    0.001881010406800213 
 92.50                            -5.625        0.00452    0.001801010406800214 
 92.50                            -5.600        0.00268    0.001841010406800215 
 92.50                            -5.575        0.00152    0.001681010406800216 
 92.50                            -5.550        0.00084    0.001481010406800217 
 92.50                            -5.525        0.00028    0.001161010406800218 
 98.00                            -7.050        0.01964    0.007761010406800219 
 98.00                            -7.025        0.02480    0.008361010406800220 
 98.00                            -7.000        0.02468    0.007721010406800221 
 98.00                            -6.975        0.01956    0.006321010406800222 
 98.00                            -6.950        0.02412    0.006521010406800223 
 98.00                            -6.925        0.01992    0.005561010406800224 
 98.00                            -6.900        0.00984    0.004401010406800225 
 98.00                            -6.875        0.01144    0.004521010406800226 
 98.00                            -6.850        0.00736    0.003961010406800227 
 98.00                            -6.825        0.00924    0.003881010406800228 
 98.00                            -6.800        0.01200    0.003841010406800229 
 98.00                            -6.775        0.01344    0.003961010406800230 
 98.00                            -6.750        0.00868    0.003641010406800231 
 98.00                            -6.725        0.01236    0.003481010406800232 
 98.00                            -6.700        0.01332    0.003681010406800233 
 98.00                            -6.675        0.01264    0.003721010406800234 
 98.00                            -6.650        0.01512    0.003801010406800235 
 98.00                            -6.625        0.01644    0.003681010406800236 
 98.00                            -6.600        0.01276    0.003481010406800237 
 98.00                            -6.575        0.00652    0.003281010406800238 
 98.00                            -6.550        0.00728    0.003241010406800239 
 98.00                            -6.525        0.00796    0.003161010406800240 
 98.00                            -6.500        0.01284    0.003361010406800241 
 98.00                            -6.475        0.01228    0.003241010406800242 
 98.00                            -6.450        0.01620    0.003281010406800243 
