ENTRY            13740   20000328                             00001374000000001 
SUBENT        13740001   20000328                             00001374000100001 
BIB                 13         32                                 1374000100002 
INSTITUTE  (1USALAS,1USAOHO,2AUSIRK)                              1374000100003 
REFERENCE  (J,PR/C,60,064609,1999)                                1374000100004 
AUTHOR     (F.B.BATEMAN,R.C.HAIGHT,M.B.CHADWICK,S.M.STERBENZ,     1374000100005 
           S.M.GRIMES,H.VONACH)                                   1374000100006 
TITLE      Light charged-particle production from neutron         1374000100007 
            bombardment of silicon up to 60 MeV: Role of level    1374000100008 
            densities and isospin                                 1374000100009 
FACILITY   (MESON,1USALAS) WNR at LANSCE.                         1374000100010 
INC-SOURCE (SPALL) Protons on w target.                           1374000100011 
SAMPLE     2 natural silicon foils.                               1374000100012 
           9.78 mg/cm2 sample used for deuteron and most proton   1374000100013 
            data.                                                 1374000100014 
           0.320 mg/cm2 sample used for alpha-particle data and   1374000100015 
            lowest proton energies.                               1374000100016 
METHOD     (EDE)                                                  1374000100017 
DETECTOR   (TELES) Four 3-element  telescopes.                    1374000100018 
           1st element consisted of either a thin-window low-     1374000100019 
            pressure gass proportional counter for alpha          1374000100020 
            detection, or a thin silicon surface barrier detector.1374000100021 
           2nd element consisted of silicon surface barrier E     1374000100022 
            detectors.                                            1374000100023 
           3rd element consisted of CsI(Tl) detectors for higher  1374000100024 
            energy protons and alphas.                            1374000100025 
MONITOR    Silicon detectors calibrated using 228,229Th alpha-    1374000100026 
            particle source.                                      1374000100027 
CORRECTION Corrected for:                                         1374000100028 
           . particles not stopped in silicon detector,           1374000100029 
           . energy loss in detectors,                            1374000100030 
           .ejectile flight time from sample to detector.         1374000100031 
STATUS     Data received by email from R.Haight, 25 February 2000.1374000100032 
           No reply from R. Haight to author proof.               1374000100033 
HISTORY    (20000228C)                                            1374000100034 
ENDBIB              32          0                                 1374000100035 
NOCOMMON             0          0                                 1374000100036 
ENDSUBENT           35          0                                 1374000199999 
SUBENT        13740002   20000228                             00001374000200001 
BIB                  2          3                                 1374000200002 
REACTION   (14-SI-0(N,X)1-H-1,,DA/DE)                             1374000200003 
ERR-ANALYS (ERR-S) Statistical uncertainty.                       1374000200004 
           Systematic uncertainty about 10%.                      1374000200005 
ENDBIB               3          0                                 1374000200006 
NOCOMMON             0          0                                 1374000200007 
DATA                 6       4583                                 1374000200008 
EN-MIN     EN-MAX     ANG        E-MEAN     DATA       ERR-S      1374000200009 
 37.000     39.000     60.        26.500    0.54702    0.04836    1374000301289 
 37.000     39.000     60.        27.500    0.17974    0.02614    1374000301290 
 37.000     39.000     60.        28.500    0.00791    0.01885    1374000301291 
 37.000     39.000     60.        29.500    0.01271    0.00793    1374000301292 
 37.000     39.000     60.        30.500    0.00549    0.00457    1374000301293 
 37.000     39.000     60.        33.500    0.00363    0.00372    1374000301294 
 37.000     39.000     60.        34.500    0.00017    0.00080    1374000301295 
 37.000     39.000     60.        40.500    0.00000    0.01431    1374000301296 
 37.000     39.000     60.        49.500    0.00080    0.00174    1374000301297 
 37.000     39.000     60.        50.500    0.00076    0.00170    1374000301298 
 37.000     39.000     90.         5.500    0.00074    0.00138    1374000301299 
 37.000     39.000     90.         6.500    0.18929    0.02672    1374000301300 
 37.000     39.000     90.         7.500    0.18674    0.02908    1374000301301 
 37.000     39.000     90.         8.500    0.14535    0.02741    1374000301302 
 37.000     39.000     90.         9.500    0.12559    0.02849    1374000301303 
 37.000     39.000     90.        10.500    0.14306    0.02472    1374000301304 
 37.000     39.000     90.        11.500    0.13578    0.02172    1374000301305 
 37.000     39.000     90.        12.500    0.13868    0.02417    1374000301306 
 37.000     39.000     90.        13.500    0.06016    0.02641    1374000301307 
 37.000     39.000     90.        14.500    0.17658    0.02873    1374000301308 
 37.000     39.000     90.        15.500    0.07219    0.02772    1374000301309 
 37.000     39.000     90.        16.500    0.01016    0.02479    1374000301310 
 37.000     39.000     90.        17.500    0.08081    0.02144    1374000301311 
 37.000     39.000     90.        18.500    0.04810    0.02203    1374000301312 
 37.000     39.000     90.        19.500    0.07419    0.01834    1374000301313 
 37.000     39.000     90.        20.500    0.06770    0.01805    1374000301314 
 37.000     39.000     90.        21.500    0.08710    0.01502    1374000301315 
 37.000     39.000     90.        22.500    0.09256    0.01953    1374000301316 
 37.000     39.000     90.        23.500    0.07385    0.01602    1374000301317 
 37.000     39.000     90.        24.500    0.10042    0.01727    1374000301318 
 37.000     39.000     90.        25.500    0.09725    0.01827    1374000301319 
 37.000     39.000     90.        26.500    0.13162    0.01846    1374000301320 
 37.000     39.000     90.        27.500    0.13678    0.01980    1374000301321 
 37.000     39.000     90.        28.500    0.06204    0.01620    1374000301322 
 37.000     39.000     90.        29.500    0.01810    0.00685    1374000301323 
 37.000     39.000     90.        30.500    0.01136    0.00576    1374000301324 
 37.000     39.000     90.        31.500    0.00047    0.00594    1374000301325 
 37.000     39.000     90.        32.500    0.00121    0.00177    1374000301326 
 37.000     39.000     90.        33.500    0.00127    0.00182    1374000301327 
 37.000     39.000     90.        34.500    0.00220    0.00238    1374000301328 
 37.000     39.000     90.        36.500    0.00259    0.00259    1374000301329 
 37.000     39.000     90.        37.500    0.00000    0.00763    1374000301330 
 37.000     39.000     90.        40.500    0.00019    0.00071    1374000301331 
 37.000     39.000    135.         6.500    0.00000    0.02143    1374000301332 
 37.000     39.000    135.         7.500    0.27297    0.03501    1374000301333 
 37.000     39.000    135.         8.500    0.17469    0.03236    1374000301334 
 37.000     39.000    135.         9.500    0.16656    0.03858    1374000301335 
 37.000     39.000    135.        10.500    0.17560    0.02801    1374000301336 
 37.000     39.000    135.        11.500    0.06238    0.03364    1374000301337 
 37.000     39.000    135.        12.500    0.06976    0.03435    1374000301338 
 37.000     39.000    135.        13.500    0.01290    0.02028    1374000301339 
 37.000     39.000    135.        14.500    0.00106    0.02385    1374000301340 
 37.000     39.000    135.        15.500    0.07574    0.01934    1374000301341 
 37.000     39.000    135.        16.500    0.03796    0.02073    1374000301342 
 37.000     39.000    135.        17.500    0.02818    0.01548    1374000301343 
 37.000     39.000    135.        18.500    0.04702    0.02021    1374000301344 
 37.000     39.000    135.        19.500    0.00000    0.02265    1374000301345 
 37.000     39.000    135.        20.500    0.04059    0.01648    1374000301346 
 37.000     39.000    135.        21.500    0.03760    0.01964    1374000301347 
 37.000     39.000    135.        22.500    0.03228    0.01983    1374000301348 
 37.000     39.000    135.        23.500    0.01206    0.02459    1374000301349 
 37.000     39.000    135.        24.500    0.07117    0.01569    1374000301350 
 37.000     39.000    135.        25.500    0.05083    0.01622    1374000301351 
 37.000     39.000    135.        26.500    0.00080    0.01246    1374000301352 
 37.000     39.000    135.        27.500    0.00189    0.00524    1374000301353 
 37.000     39.000    135.        28.500    0.00000    0.01031    1374000301354 
 37.000     39.000    135.        30.500    0.00000    0.01111    1374000301355 
 37.000     39.000    135.        31.500    0.00156    0.00213    1374000301356 
 37.000     39.000    135.        32.500    0.00430    0.00354    1374000301357 
 37.000     39.000    135.        33.500    0.00441    0.00359    1374000301358 
 37.000     39.000    135.        34.500    0.00564    0.00406    1374000301359 
 37.000     39.000    135.        35.500    0.00224    0.00256    1374000301360 
 37.000     39.000    135.        36.500    0.00076    0.00149    1374000301361 
 37.000     39.000    135.        37.500    0.00162    0.00217    1374000301362 
 41.000     43.000     30.         4.500    0.08777    0.07908    1374000301363 
 41.000     43.000     30.         5.500    0.43597    0.09121    1374000301364 
 41.000     43.000     30.         6.500    0.36379    0.09625    1374000301365 
 41.000     43.000     30.         7.500    0.24602    0.09777    1374000301366 
 41.000     43.000     30.         8.500    0.34224    0.08455    1374000301367 
 41.000     43.000     30.         9.500    0.35164    0.08012    1374000301368 
 41.000     43.000     30.        10.500    0.51346    0.07033    1374000301369 
 41.000     43.000     30.        11.500    0.47691    0.11616    1374000301370 
 41.000     43.000     30.        12.500    0.39456    0.09713    1374000301371 
 41.000     43.000     30.        13.500    0.36829    0.07945    1374000301372 
 41.000     43.000     30.        14.500    0.32928    0.07990    1374000301373 
 41.000     43.000     30.        15.500    0.37211    0.06339    1374000301374 
 41.000     43.000     30.        16.500    0.20596    0.08586    1374000301375 
 41.000     43.000     30.        17.500    0.23954    0.08778    1374000301376 
 41.000     43.000     30.        18.500    0.16179    0.08490    1374000301377 
 41.000     43.000     30.        19.500    0.21458    0.07300    1374000301378 
 41.000     43.000     30.        20.500    0.34814    0.05307    1374000301379 
 41.000     43.000     30.        21.500    0.34855    0.06403    1374000301380 
 41.000     43.000     30.        22.500    0.34110    0.08597    1374000301381 
 41.000     43.000     30.        23.500    0.54519    0.08293    1374000301382 
 41.000     43.000     30.        24.500    0.70847    0.09218    1374000301383 
 41.000     43.000     30.        25.500    0.89592    0.08804    1374000301384 
 41.000     43.000     30.        26.500    0.69125    0.07938    1374000301385 
 41.000     43.000     30.        27.500    1.21894    0.10186    1374000301386 
 41.000     43.000     30.        28.500    1.49920    0.11353    1374000301387 
 41.000     43.000     30.        29.500    0.89536    0.08100    1374000301388 
 41.000     43.000     30.        30.500    0.19453    0.05981    1374000301389 
 41.000     43.000     30.        31.500    0.03601    0.04141    1374000301390 
 41.000     43.000     30.        32.500    0.04076    0.01607    1374000301391 
 41.000     43.000     30.        33.500    0.00000    0.03539    1374000301392 
 41.000     43.000     30.        34.500    0.01872    0.01089    1374000301393 
 41.000     43.000     30.        35.500    0.01637    0.01018    1374000301394 
 41.000     43.000     30.        36.500    0.00000    0.02050    1374000301395 
 41.000     43.000     30.        37.500    0.00000    0.03991    1374000301396 
 41.000     43.000     30.        38.500    0.00734    0.00682    1374000301397 
 41.000     43.000     30.        39.500    0.01479    0.00968    1374000301398 
 41.000     43.000     30.        40.500    0.00256    0.00403    1374000301399 
 41.000     43.000     30.        41.500    0.00555    0.00593    1374000301400 
 41.000     43.000     30.        42.500    0.00318    0.00449    1374000301401 
 41.000     43.000     30.        43.500    0.00000    0.02796    1374000301402 
 41.000     43.000     30.        44.500    0.00172    0.01227    1374000301403 
 41.000     43.000     30.        45.500    0.01854    0.01084    1374000301404 
 41.000     43.000     30.        46.500    0.00212    0.00366    1374000301405 
 41.000     43.000     30.        47.500    0.00000    0.02473    1374000301406 
 41.000     43.000     30.        48.500    0.00000    0.02076    1374000301407 
 41.000     43.000     30.        49.500    0.01401    0.00942    1374000301408 
 41.000     43.000     30.        50.500    0.00889    0.00750    1374000301409 
 41.000     43.000     30.        52.500    0.00556    0.00594    1374000301410 
 41.000     43.000     30.        53.500    0.00584    0.00608    1374000301411 
 41.000     43.000     30.        54.500    0.00634    0.00634    1374000301412 
 41.000     43.000     60.         4.500    0.00000    0.01551    1374000301413 
 41.000     43.000     60.         5.500    0.34751    0.04270    1374000301414 
 41.000     43.000     60.         6.500    0.33354    0.04417    1374000301415 
 41.000     43.000     60.         7.500    0.32267    0.04797    1374000301416 
 41.000     43.000     60.         8.500    0.32744    0.04175    1374000301417 
 41.000     43.000     60.         9.500    0.32160    0.03682    1374000301418 
 41.000     43.000     60.        10.500    0.32792    0.04094    1374000301419 
 41.000     43.000     60.        11.500    0.30928    0.04433    1374000301420 
 41.000     43.000     60.        12.500    0.11055    0.02989    1374000301421 
 41.000     43.000     60.        13.500    0.17443    0.04518    1374000301422 
 41.000     43.000     60.        14.500    0.15125    0.04731    1374000301423 
 41.000     43.000     60.        15.500    0.14296    0.03282    1374000301424 
 41.000     43.000     60.        16.500    0.16805    0.03207    1374000301425 
 41.000     43.000     60.        17.500    0.15032    0.03997    1374000301426 
 41.000     43.000     60.        18.500    0.16453    0.03374    1374000301427 
 41.000     43.000     60.        19.500    0.16372    0.02940    1374000301428 
 41.000     43.000     60.        20.500    0.20384    0.03694    1374000301429 
 41.000     43.000     60.        21.500    0.18215    0.03585    1374000301430 
 41.000     43.000     60.        22.500    0.17077    0.03362    1374000301431 
 41.000     43.000     60.        23.500    0.12298    0.03647    1374000301432 
 41.000     43.000     60.        24.500    0.19020    0.04385    1374000301433 
 41.000     43.000     60.        25.500    0.24754    0.03830    1374000301434 
 41.000     43.000     60.        26.500    0.33779    0.04182    1374000301435 
 41.000     43.000     60.        27.500    0.23619    0.03169    1374000301436 
 41.000     43.000     60.        28.500    0.43656    0.04655    1374000301437 
 41.000     43.000     60.        29.500    0.50325    0.05800    1374000301438 
 41.000     43.000     60.        30.500    0.24801    0.03502    1374000301439 
 41.000     43.000     60.        31.500    0.06938    0.01710    1374000301440 
 41.000     43.000     60.        32.500    0.00000    0.01636    1374000301441 
 41.000     43.000     60.        33.500    0.00875    0.00768    1374000301442 
 41.000     43.000     60.        34.500    0.00421    0.00421    1374000301443 
 41.000     43.000     90.         6.500    0.26544    0.03094    1374000301444 
 41.000     43.000     90.         7.500    0.20315    0.02685    1374000301445 
 41.000     43.000     90.         8.500    0.21516    0.02564    1374000301446 
 41.000     43.000     90.         9.500    0.14453    0.02779    1374000301447 
 41.000     43.000     90.        10.500    0.14509    0.02487    1374000301448 
 41.000     43.000     90.        11.500    0.15311    0.02516    1374000301449 
 41.000     43.000     90.        12.500    0.11725    0.02529    1374000301450 
 41.000     43.000     90.        13.500    0.09234    0.02676    1374000301451 
 41.000     43.000     90.        14.500    0.14535    0.03326    1374000301452 
 41.000     43.000     90.        15.500    0.11619    0.01866    1374000301453 
 41.000     43.000     90.        16.500    0.11646    0.01828    1374000301454 
 41.000     43.000     90.        17.500    0.04344    0.02597    1374000301455 
 41.000     43.000     90.        18.500    0.02762    0.03055    1374000301456 
 41.000     43.000     90.        19.500    0.04708    0.02243    1374000301457 
 41.000     43.000     90.        20.500    0.03163    0.02050    1374000301458 
 41.000     43.000     90.        21.500    0.03621    0.01813    1374000301459 
 41.000     43.000     90.        22.500    0.04393    0.01406    1374000301460 
 41.000     43.000     90.        23.500    0.09103    0.01616    1374000301461 
 41.000     43.000     90.        24.500    0.03108    0.01542    1374000301462 
 41.000     43.000     90.        25.500    0.03512    0.01923    1374000301463 
 41.000     43.000     90.        26.500    0.05064    0.01884    1374000301464 
 41.000     43.000     90.        27.500    0.06163    0.01920    1374000301465 
 41.000     43.000     90.        28.500    0.06039    0.01669    1374000301466 
 41.000     43.000     90.        29.500    0.08550    0.01567    1374000301467 
 41.000     43.000     90.        30.500    0.12146    0.01867    1374000301468 
 41.000     43.000     90.        31.500    0.09568    0.01657    1374000301469 
 41.000     43.000     90.        32.500    0.02637    0.00870    1374000301470 
 41.000     43.000     90.        33.500    0.01625    0.00683    1374000301471 
 41.000     43.000     90.        34.500    0.01033    0.00545    1374000301472 
 41.000     43.000     90.        35.500    0.00000    0.01083    1374000301473 
 41.000     43.000     90.        36.500    0.00000    0.00689    1374000301474 
 41.000     43.000     90.        37.500    0.00287    0.00287    1374000301475 
 41.000     43.000     90.        40.500    0.00020    0.00076    1374000301476 
 41.000     43.000     90.        41.500    0.00194    0.00236    1374000301477 
 41.000     43.000     90.        44.500    0.00000    0.00902    1374000301478 
 41.000     43.000     90.        48.500    0.00287    0.00287    1374000301479 
 41.000     43.000    135.         6.500    0.00000    0.01456    1374000301480 
 41.000     43.000    135.         7.500    0.21300    0.04115    1374000301481 
 41.000     43.000    135.         8.500    0.20484    0.03861    1374000301482 
 41.000     43.000    135.         9.500    0.13783    0.03941    1374000301483 
 41.000     43.000    135.        10.500    0.09314    0.03375    1374000301484 
 41.000     43.000    135.        11.500    0.16105    0.03217    1374000301485 
 41.000     43.000    135.        12.500    0.15455    0.02936    1374000301486 
 41.000     43.000    135.        13.500    0.04899    0.01864    1374000301487 
 41.000     43.000    135.        14.500    0.00000    0.02225    1374000301488 
 41.000     43.000    135.        15.500    0.03198    0.02387    1374000301489 
 41.000     43.000    135.        16.500    0.05551    0.01460    1374000301490 
 41.000     43.000    135.        17.500    0.02570    0.01145    1374000301491 
 41.000     43.000    135.        18.500    0.04041    0.01903    1374000301492 
 41.000     43.000    135.        19.500    0.00000    0.02754    1374000301493 
 41.000     43.000    135.        20.500    0.00000    0.02918    1374000301494 
 41.000     43.000    135.        21.500    0.03648    0.01702    1374000301495 
 41.000     43.000    135.        22.500    0.05462    0.01780    1374000301496 
 41.000     43.000    135.        23.500    0.03532    0.01069    1374000301497 
 41.000     43.000    135.        24.500    0.03038    0.00992    1374000301498 
 41.000     43.000    135.        25.500    0.03672    0.01754    1374000301499 
 41.000     43.000    135.        26.500    0.02936    0.00975    1374000301500 
 41.000     43.000    135.        27.500    0.02143    0.01607    1374000301501 
 41.000     43.000    135.        28.500    0.02932    0.01685    1374000301502 
 41.000     43.000    135.        29.500    0.01424    0.00841    1374000301503 
 41.000     43.000    135.        30.500    0.00967    0.00560    1374000301504 
 41.000     43.000    135.        31.500    0.00582    0.00434    1374000301505 
 41.000     43.000    135.        32.500    0.00000    0.00658    1374000301506 
 41.000     43.000    135.        33.500    0.00648    0.00863    1374000301507 
 41.000     43.000    135.        34.500    0.00206    0.00636    1374000301508 
 41.000     43.000    135.        35.500    0.00000    0.01178    1374000301509 
 41.000     43.000    135.        36.500    0.00000    0.01223    1374000301510 
 41.000     43.000    135.        37.500    0.00151    0.00221    1374000301511 
 41.000     43.000    135.        39.500    0.00202    0.00255    1374000301512 
 41.000     43.000    135.        40.500    0.00122    0.00199    1374000301513 
 41.000     43.000    135.        49.500    0.00079    0.00159    1374000301514 
 41.000     43.000    135.        50.500    0.00006    0.00044    1374000301515 
 45.000     47.000     30.         4.500    0.10471    0.08018    1374000301516 
 45.000     47.000     30.         5.500    0.43092    0.09681    1374000301517 
 45.000     47.000     30.         6.500    0.31754    0.08826    1374000301518 
 45.000     47.000     30.         7.500    0.44724    0.08303    1374000301519 
 45.000     47.000     30.         8.500    0.37474    0.09699    1374000301520 
 45.000     47.000     30.         9.500    0.23819    0.10888    1374000301521 
 45.000     47.000     30.        10.500    0.37231    0.08487    1374000301522 
 45.000     47.000     30.        11.500    0.62522    0.12584    1374000301523 
 45.000     47.000     30.        12.500    0.48444    0.10192    1374000301524 
 45.000     47.000     30.        13.500    0.25523    0.10071    1374000301525 
 45.000     47.000     30.        14.500    0.23200    0.09035    1374000301526 
 45.000     47.000     30.        15.500    0.26517    0.09363    1374000301527 
 45.000     47.000     30.        16.500    0.19758    0.09450    1374000301528 
 45.000     47.000     30.        17.500    0.20214    0.09058    1374000301529 
 45.000     47.000     30.        18.500    0.20334    0.08373    1374000301530 
 45.000     47.000     30.        19.500    0.25980    0.07937    1374000301531 
 45.000     47.000     30.        20.500    0.20464    0.07161    1374000301532 
 45.000     47.000     30.        21.500    0.14827    0.09940    1374000301533 
 45.000     47.000     30.        22.500    0.22072    0.07262    1374000301534 
 45.000     47.000     30.        23.500    0.32534    0.06899    1374000301535 
 45.000     47.000     30.        24.500    0.11676    0.10003    1374000301536 
 45.000     47.000     30.        25.500    0.24230    0.09668    1374000301537 
 45.000     47.000     30.        26.500    0.42917    0.08867    1374000301538 
 45.000     47.000     30.        27.500    0.62695    0.07731    1374000301539 
 45.000     47.000     30.        28.500    0.62969    0.09845    1374000301540 
 45.000     47.000     30.        29.500    0.50172    0.09050    1374000301541 
 45.000     47.000     30.        30.500    0.70738    0.11350    1374000301542 
 45.000     47.000     30.        31.500    1.27560    0.12551    1374000301543 
 45.000     47.000     30.        32.500    1.21639    0.09916    1374000301544 
 45.000     47.000     30.        33.500    0.46406    0.06862    1374000301545 
 45.000     47.000     30.        34.500    0.06828    0.04572    1374000301546 
 45.000     47.000     30.        35.500    0.03926    0.01645    1374000301547 
 45.000     47.000     30.        36.500    0.00000    0.02814    1374000301548 
 45.000     47.000     30.        37.500    0.01826    0.02275    1374000301549 
 45.000     47.000     30.        38.500    0.00673    0.01653    1374000301550 
 45.000     47.000     30.        39.500    0.01472    0.01007    1374000301551 
 45.000     47.000     30.        41.500    0.00000    0.02899    1374000301552 
 45.000     47.000     30.        42.500    0.00000    0.03774    1374000301553 
 45.000     47.000     30.        43.500    0.02227    0.01239    1374000301554 
 45.000     47.000     30.        44.500    0.00217    0.00387    1374000301555 
 45.000     47.000     30.        46.500    0.00277    0.00437    1374000301556 
 45.000     47.000     30.        47.500    0.00648    0.00668    1374000301557 
 45.000     47.000     30.        48.500    0.00185    0.00357    1374000301558 
 45.000     47.000     30.        49.500    0.00000    0.02892    1374000301559 
 45.000     47.000     30.        50.500    0.00000    0.02506    1374000301560 
 45.000     47.000     30.        51.500    0.00547    0.01805    1374000301561 
 45.000     47.000     30.        52.500    0.03324    0.01514    1374000301562 
 45.000     47.000     30.        53.500    0.00000    0.02713    1374000301563 
 45.000     47.000     30.        54.500    0.00000    0.02458    1374000301564 
 45.000     47.000     60.         4.500    0.00096    0.00209    1374000301565 
 45.000     47.000     60.         5.500    0.25124    0.04349    1374000301566 
 45.000     47.000     60.         6.500    0.27130    0.05022    1374000301567 
 45.000     47.000     60.         7.500    0.26898    0.04169    1374000301568 
 45.000     47.000     60.         8.500    0.25414    0.03924    1374000301569 
 45.000     47.000     60.         9.500    0.21379    0.03703    1374000301570 
 45.000     47.000     60.        10.500    0.23400    0.05429    1374000301571 
 45.000     47.000     60.        11.500    0.18266    0.05501    1374000301572 
 45.000     47.000     60.        12.500    0.10636    0.03532    1374000301573 
 45.000     47.000     60.        13.500    0.14480    0.04955    1374000301574 
 45.000     47.000     60.        14.500    0.16955    0.03237    1374000301575 
 45.000     47.000     60.        15.500    0.14171    0.02805    1374000301576 
 45.000     47.000     60.        16.500    0.17205    0.04059    1374000301577 
 45.000     47.000     60.        17.500    0.21044    0.03663    1374000301578 
 45.000     47.000     60.        18.500    0.20422    0.04106    1374000301579 
 45.000     47.000     60.        19.500    0.18371    0.03303    1374000301580 
 45.000     47.000     60.        20.500    0.12309    0.04570    1374000301581 
 45.000     47.000     60.        21.500    0.17397    0.04057    1374000301582 
 45.000     47.000     60.        22.500    0.15126    0.04407    1374000301583 
 45.000     47.000     60.        23.500    0.12494    0.04866    1374000301584 
 45.000     47.000     60.        24.500    0.11123    0.04091    1374000301585 
 45.000     47.000     60.        25.500    0.14852    0.04345    1374000301586 
 45.000     47.000     60.        26.500    0.16854    0.03387    1374000301587 
 45.000     47.000     60.        27.500    0.19131    0.02962    1374000301588 
 45.000     47.000     60.        28.500    0.28882    0.03930    1374000301589 
 45.000     47.000     60.        29.500    0.21201    0.04248    1374000301590 
 45.000     47.000     60.        30.500    0.19944    0.03870    1374000301591 
 45.000     47.000     60.        31.500    0.25765    0.04004    1374000301592 
 45.000     47.000     60.        32.500    0.45447    0.05323    1374000301593 
 45.000     47.000     60.        33.500    0.39357    0.04668    1374000301594 
 45.000     47.000     60.        34.500    0.11714    0.02318    1374000301595 
 45.000     47.000     60.        35.500    0.01651    0.00870    1374000301596 
 45.000     47.000     60.        36.500    0.01283    0.00767    1374000301597 
 45.000     47.000     60.        37.500    0.00131    0.00245    1374000301598 
 45.000     47.000     60.        38.500    0.00436    0.00447    1374000301599 
 45.000     47.000     60.        39.500    0.00033    0.00597    1374000301600 
 45.000     47.000     60.        40.500    0.00000    0.01639    1374000301601 
 45.000     47.000     60.        42.500    0.00459    0.00459    1374000301602 
 45.000     47.000     60.        46.500    0.00445    0.00452    1374000301603 
 45.000     47.000     60.        47.500    0.00097    0.00211    1374000301604 
 45.000     47.000     60.        48.500    0.00390    0.00423    1374000301605 
 45.000     47.000     60.        49.500    0.00430    0.00444    1374000301606 
 45.000     47.000     60.        54.500    0.00337    0.00393    1374000301607 
 45.000     47.000     90.         5.500    0.00000    0.00998    1374000301608 
 45.000     47.000     90.         6.500    0.26356    0.03326    1374000301609 
 45.000     47.000     90.         7.500    0.22352    0.02853    1374000301610 
 45.000     47.000     90.         8.500    0.19356    0.02459    1374000301611 
 45.000     47.000     90.         9.500    0.17961    0.02460    1374000301612 
 45.000     47.000     90.        10.500    0.14515    0.02794    1374000301613 
 45.000     47.000     90.        11.500    0.11524    0.02311    1374000301614 
 45.000     47.000     90.        12.500    0.17911    0.02678    1374000301615 
 45.000     47.000     90.        13.500    0.10203    0.02610    1374000301616 
 45.000     47.000     90.        14.500    0.17381    0.04321    1374000301617 
 45.000     47.000     90.        15.500    0.14060    0.02577    1374000301618 
 45.000     47.000     90.        16.500    0.11506    0.02187    1374000301619 
 45.000     47.000     90.        17.500    0.09535    0.02013    1374000301620 
 45.000     47.000     90.        18.500    0.04402    0.02906    1374000301621 
 45.000     47.000     90.        19.500    0.05021    0.02245    1374000301622 
 45.000     47.000     90.        20.500    0.05933    0.01756    1374000301623 
 45.000     47.000     90.        21.500    0.03278    0.02411    1374000301624 
 45.000     47.000     90.        22.500    0.05700    0.01484    1374000301625 
 45.000     47.000     90.        23.500    0.05224    0.01277    1374000301626 
 45.000     47.000     90.        24.500    0.04255    0.02001    1374000301627 
 45.000     47.000     90.        25.500    0.04856    0.02013    1374000301628 
 45.000     47.000     90.        26.500    0.03749    0.01082    1374000301629 
 45.000     47.000     90.        27.500    0.06045    0.01374    1374000301630 
 45.000     47.000     90.        28.500    0.04183    0.01143    1374000301631 
 45.000     47.000     90.        29.500    0.09105    0.02138    1374000301632 
 45.000     47.000     90.        30.500    0.06217    0.01455    1374000301633 
 45.000     47.000     90.        31.500    0.03865    0.02034    1374000301634 
 45.000     47.000     90.        32.500    0.08046    0.01593    1374000301635 
 45.000     47.000     90.        33.500    0.08090    0.01902    1374000301636 
 45.000     47.000     90.        34.500    0.09095    0.02156    1374000301637 
 45.000     47.000     90.        35.500    0.04394    0.02263    1374000301638 
 45.000     47.000     90.        36.500    0.00586    0.01417    1374000301639 
 45.000     47.000     90.        37.500    0.01043    0.01159    1374000301640 
 45.000     47.000     90.        38.500    0.01113    0.00590    1374000301641 
 45.000     47.000     90.        39.500    0.00163    0.00226    1374000301642 
 45.000     47.000     90.        40.500    0.00000    0.00875    1374000301643 
 45.000     47.000     90.        41.500    0.00000    0.00963    1374000301644 
 45.000     47.000     90.        44.500    0.00151    0.00217    1374000301645 
 45.000     47.000     90.        49.500    0.00000    0.00707    1374000301646 
 45.000     47.000     90.        50.500    0.00000    0.00939    1374000301647 
 45.000     47.000     90.        51.500    0.00016    0.00071    1374000301648 
 45.000     47.000    135.         6.500    0.00000    0.02531    1374000301649 
 45.000     47.000    135.         7.500    0.16787    0.03949    1374000301650 
 45.000     47.000    135.         8.500    0.20228    0.03330    1374000301651 
 45.000     47.000    135.         9.500    0.16951    0.04271    1374000301652 
 45.000     47.000    135.        10.500    0.12628    0.03352    1374000301653 
 45.000     47.000    135.        11.500    0.11139    0.03038    1374000301654 
 45.000     47.000    135.        12.500    0.12157    0.03233    1374000301655 
 45.000     47.000    135.        13.500    0.06052    0.01721    1374000301656 
 45.000     47.000    135.        14.500    0.00000    0.01966    1374000301657 
 45.000     47.000    135.        15.500    0.00000    0.03645    1374000301658 
 45.000     47.000    135.        16.500    0.04034    0.02619    1374000301659 
 45.000     47.000    135.        17.500    0.05281    0.01718    1374000301660 
 45.000     47.000    135.        18.500    0.02177    0.02456    1374000301661 
 45.000     47.000    135.        19.500    0.05976    0.01554    1374000301662 
 45.000     47.000    135.        20.500    0.00909    0.02223    1374000301663 
 45.000     47.000    135.        21.500    0.00000    0.02779    1374000301664 
 45.000     47.000    135.        22.500    0.05679    0.01944    1374000301665 
 45.000     47.000    135.        23.500    0.00000    0.02715    1374000301666 
 45.000     47.000    135.        24.500    0.04098    0.01366    1374000301667 
 45.000     47.000    135.        25.500    0.00956    0.01558    1374000301668 
 45.000     47.000    135.        26.500    0.01718    0.01678    1374000301669 
 45.000     47.000    135.        27.500    0.01312    0.01424    1374000301670 
 45.000     47.000    135.        28.500    0.00756    0.00516    1374000301671 
 45.000     47.000    135.        29.500    0.01039    0.01486    1374000301672 
 45.000     47.000    135.        30.500    0.01668    0.00767    1374000301673 
 45.000     47.000    135.        31.500    0.01480    0.00722    1374000301674 
 45.000     47.000    135.        32.500    0.01338    0.00981    1374000301675 
