ENTRY            D0078   20110912                             D080D007800000001 
SUBENT        D0078001   20110912                             D080D007800100001 
BIB                 10         25                                 D007800100002 
TITLE      Measurement of (p,p) elastic differential cross        D007800100003 
            sections fo carbon, nitrogen, oxygen, aluminium and   D007800100004 
            silicon in  the 500-2500 keV range at 140 deg and     D007800100005 
            178 deg laboratory scattering angles                  D007800100006 
AUTHOR     (A.R.Ramos, A.Paul, L.Rijniers, M.F.da Silva,          D007800100007 
            J.C.Soares)                                           D007800100008 
INSTITUTE  (2PRTLIS,2PRTLFE,2NEDENT)                              D007800100009 
REFERENCE  (J,NIM/B,190,95,2002)                                  D007800100010 
FACILITY   (VDG,2PRTLFE)                                          D007800100011 
SAMPLE     All samples were carefully investigated by 4He BS      D007800100012 
            experiments (EHe = 1600 and 2000 keV) to determine    D007800100013 
            the stoichiometry, layer thickness, homogeneity and   D007800100014 
            presence of impurities that could affect the results. D007800100015 
           All samples are natural.                               D007800100016 
DETECTOR   (SIBAR) The annular detector, a Si surface barrier     D007800100017 
             detector, accepts particles scattered at 178 deg.    D007800100018 
             effective scattering angle and has a solid angle     D007800100019 
             of 18 msr and an energy resolution of 20 keV.        D007800100020 
            Another Si surface barrier detector is located at     D007800100021 
             140 deg. in IBM geometry, with a solid angle of      D007800100022 
             3.4 msr and an energy resolution of 15 keV.          D007800100023 
STATUS     (APRVD) Proof-read by Ana Rita L.Ramos Whal(2011-09-14)D007800100024 
ERR-ANALYS (DATA-ERR) Due to Signal area and areal density        D007800100025 
HISTORY    (20040116C) SD                                         D007800100026 
           (20110908R) On. Revised data from Ana Rita L.Ramos WahlD007800100027 
ENDBIB              25          0                                 D007800100028 
NOCOMMON             0          0                                 D007800100029 
ENDSUBENT           28          0                                 D007800199999 
SUBENT        D0078002   20110912                             D080D007800200001 
BIB                  4         14                                 D007800200002 
REACTION  1(13-AL-27(P,EL)13-AL-27,,DA,,RTH)                      D007800200003 
          2(13-AL-27(P,EL)13-AL-27,,DA)                           D007800200004 
SAMPLE     Aluminium and nitrogen where measured simultaneously   D007800200005 
            using a (1350+-70)x10**15/cm2 thick AlN film,         D007800200006 
            reactive sputter deposited over a vitreous graphite   D007800200007 
            substrate.                                            D007800200008 
           Over the AlN film, a gold layer (55 +-5)xl0**15/cm2    D007800200009 
            thick was evaporated.                                 D007800200010 
           4He BS experiments showed that the film was            D007800200011 
            stoichiometric (49 at.% N and 48 at.% Al).            D007800200012 
           Minor impurities of 0 (2.5 at. %) and Cu (0.5 at. %)   D007800200013 
            were detected.                                        D007800200014 
STATUS     (TABLE) Fig.4 of Nucl.Instrum.Meth.B190(2002)95        D007800200015 
HISTORY    (20110912A) On. STATUS added                           D007800200016 
ENDBIB              14          0                                 D007800200017 
NOCOMMON             0          0                                 D007800200018 
DATA                 5        322                                 D007800200019 
ANG        EN         DATA      1DATA      2DATA-ERR  2           D007800200020 
ADEG       KEV        NO-DIM     B/SR       B/SR                  D007800200021 
 178.       2498.       8.569     0.0864     0.0010               D007800400335 
 178.       2500.      11.517     0.1160     0.0006               D007800400336 
ENDDATA            317          0                                 D007800400337 
ENDSUBENT          336          0                                 D007800499999 
SUBENT        D0078005   20110912                             D080D007800500001 
BIB                  5         20                                 D007800500002 
REACTION  1(8-O-16(P,EL)8-O-16,,DA,,RTH)                          D007800500003 
          2(8-O-16(P,EL)8-O-16,,DA)                               D007800500004 
SAMPLE     Silicon and oxygen were also measured simultaneously   D007800500005 
            from a SiO2 film, (530+-50)x10**15/cm2 thick, argon   D007800500006 
            sputtered over a vitreous graphite substrate.         D007800500007 
           4He BS experiments gave a composition of 35 at.% Si    D007800500008 
            and 57 at.% O.                                        D007800500009 
           A slight argon and carbon contamination due to         D007800500010 
            specimen preparation was detected in the Si02 layer,  D007800500011 
            but it did not influence the measurements.            D007800500012 
           The Si02 layer was also gold coated                    D007800500013 
            (100+-5)x10**15/cm2).                                 D007800500014 
COMMENT    Ana Rita L.Ramos Wahl (2011-09-08):                    D007800500015 
            The difference between uncertainty quoted for 178 deg D007800500016 
             and 140 deg is due to the fact that the 178 deg data D007800500017 
             had to be repeated at the time with less points and  D007800500018 
             smaller statistics due to beam time allotment        D007800500019 
             constraints.                                         D007800500020 
STATUS     (TABLE) Fig.3 of Nucl.Instrum.Meth.B190(2002)95        D007800500021 
HISTORY    (20110912A) On. Uncertainty at 178 deg revised.        D007800500022 
ENDBIB              20          0                                 D007800500023 
NOCOMMON             0          0                                 D007800500024 
DATA                 5        113                                 D007800500025 
ANG        EN         DATA      1DATA      2DATA-ERR  2           D007800500026 
ADEG       KEV        NO-DIM     B/SR       B/SR                  D007800500027 
 140.        597.      0.983      0.2943     0.0108               D007800500028 
 140.        697.      1.026      0.2249     0.0081               D007800500029 
 140.        747.      1.205      0.2298     0.0080               D007800500030 
 140.        797.      1.163      0.1947     0.0063               D007800500031 
 140.        898.      1.296      0.1711     0.0054               D007800500032 
 140.        998.      1.342      0.1431     0.0053               D007800500033 
 140.       1047.      1.462      0.1417     0.0047               D007800500034 
 140.       1098.      1.630      0.1437     0.0044               D007800500035 
 140.       1148.      1.700      0.1370     0.0042               D007800500036 
 140.       1198.      1.746      0.1291     0.0044               D007800500037 
 140.       1248.      1.881      0.1282     0.0037               D007800500038 
 140.       1297.      1.884      0.1187     0.0050               D007800500039 
 140.       1298.      1.886      0.1188     0.0034               D007800500040 
 140.       1348.      2.121      0.1237     0.0052               D007800500041 
 140.       1349.      2.052      0.1197     0.0031               D007800500042 
 140.       1398.      2.141      0.1162     0.0031               D007800500043 
 140.       1447.      2.213      0.1120     0.0028               D007800500044 
 140.       1450.      2.240      0.1129     0.0035               D007800500045 
 140.       1498.      2.251      0.1063     0.0040               D007800500046 
 140.       1547.      2.368      0.1049     0.0030               D007800500047 
 140.       1548.      2.418      0.1071     0.0023               D007800500048 
 140.       1568.      2.460      0.1061     0.0021               D007800500049 
 140.       1588.      2.532      0.1064     0.0021               D007800500050 
 140.       1598.      2.575      0.1069     0.0019               D007800500051 
 140.       1602.      2.605      0.1076     0.0018               D007800500052 
 140.       1608.      2.565      0.1051     0.0018               D007800500053 
 140.       1613.      2.541      0.1036     0.0016               D007800500054 
 140.       1618.      2.533      0.1026     0.0015               D007800500055 
 140.       1623.      2.540      0.1022     0.0015               D007800500056 
 140.       1628.      2.601      0.1040     0.0015               D007800500057 
 140.       1633.      2.807      0.1116     0.0016               D007800500058 
 140.       1639.      2.715      0.1071     0.0019               D007800500059 
 140.       1647.      2.743      0.1071     0.0043               D007800500060 
 140.       1648.      2.728      0.1065     0.0025               D007800500061 
 140.       1658.      2.669      0.1029     0.0032               D007800500062 
 140.       1663.      2.812      0.1077     0.0032               D007800500063 
 140.       1668.      2.652      0.1010     0.0035               D007800500064 
 140.       1679.      2.835      0.1066     0.0034               D007800500065 
 140.       1683.      2.821      0.1055     0.0033               D007800500066 
 140.       1689.      2.785      0.1035     0.0034               D007800500067 
 140.       1698.      2.779      0.1021     0.0037               D007800500068 
 140.       1708.      2.685      0.0975     0.0034               D007800500069 
 140.       1718.      2.718      0.0976     0.0035               D007800500070 
 140.       1748.      3.001      0.1041     0.0041               D007800500071 
 140.       1749.      3.031      0.1050     0.0027               D007800500072 
 140.       1798.      3.177      0.1041     0.0034               D007800500073 
 140.       1824.      3.190      0.1016     0.0028               D007800500074 
 140.       1849.      3.151      0.0977     0.0029               D007800500075 
 140.       1850.      3.094      0.0958     0.0039               D007800500076 
 140.       1888.      3.190      0.0948     0.0022               D007800500077 
 140.       1899.      3.359      0.0987     0.0026               D007800500078 
 140.       1944.      3.361      0.0942     0.0025               D007800500079 
 140.       1949.      3.496      0.0975     0.0031               D007800500080 
 140.       1959.      3.512      0.0969     0.0024               D007800500081 
 140.       1993.      3.669      0.0978     0.0023               D007800500082 
 140.       1998.      3.721      0.0987     0.0029               D007800500083 
 140.       2009.      3.682      0.0966     0.0020               D007800500084 
 140.       2029.      3.644      0.0937     0.0018               D007800500085 
 140.       2044.      3.706      0.0939     0.0016               D007800500086 
 140.       2049.      3.770      0.0951     0.0019               D007800500087 
 140.       2057.      3.760      0.0941     0.0013               D007800500088 
 140.       2064.      3.766      0.0937     0.0010               D007800500089 
 140.       2069.      3.758      0.0931     0.0010               D007800500090 
 140.       2074.      3.861      0.0951     0.0010               D007800500091 
 140.       2080.      3.746      0.0918     0.0014               D007800500092 
 140.       2084.      3.621      0.0884     0.0026               D007800500093 
 140.       2089.      3.985      0.0968     0.0045               D007800500094 
 140.       2095.      3.920      0.0947     0.0033               D007800500095 
 140.       2099.      3.958      0.0952     0.0053               D007800500096 
 140.       2109.      3.968      0.0945     0.0033               D007800500097 
 140.       2120.      3.907      0.0921     0.0028               D007800500098 
 140.       2129.      4.083      0.0954     0.0025               D007800500099 
 140.       2138.      3.932      0.0911     0.0024               D007800500100 
 140.       2149.      4.095      0.0939     0.0036               D007800500101 
 140.       2179.      4.103      0.0916     0.0021               D007800500102 
 140.       2199.      4.274      0.0936     0.0028               D007800500103 
 140.       2209.      4.189      0.0909     0.0020               D007800500104 
 140.       2238.      4.241      0.0897     0.0019               D007800500105 
 140.       2249.      4.362      0.0914     0.0026               D007800500106 
 140.       2269.      4.545      0.0935     0.0020               D007800500107 
 140.       2298.      4.683      0.0939     0.0024               D007800500108 
 140.       2299.      4.514      0.0905     0.0021               D007800500109 
 140.       2397.      4.801      0.0885     0.0016               D007800500110 
 140.       2398.      4.477      0.0824     0.0021               D007800500111 
 140.       2497.      5.203      0.0884     0.0017               D007800500112 
 140.       2498.      5.289      0.0897     0.0016               D007800500113 
 178.        748.      1.141      0.1692     0.0168               D007800500114 
 178.        998.      1.487      0.1235     0.0123               D007800500115 
 178.       1098.      1.601      0.1098     0.0110               D007800500116 
 178.       1199.      1.764      0.1015     0.0102               D007800500117 
 178.       1298.      2.045      0.1003     0.0101               D007800500118 
 178.       1349.      2.150      0.0976     0.0098               D007800500119 
 178.       1398.      2.262      0.0956     0.0096               D007800500120 
 178.       1448.      2.423      0.0954     0.0096               D007800500121 
 178.       1498.      2.370      0.0872     0.0088               D007800500122 
 178.       1547.      2.676      0.0922     0.0092               D007800500123 
 178.       1598.      2.711      0.0876     0.0088               D007800500124 
 178.       1648.      2.759      0.0839     0.0085               D007800500125 
 178.       1698.      2.946      0.0843     0.0085               D007800500126 
 178.       1748.      3.120      0.0842     0.0085               D007800500127 
 178.       1799.      3.124      0.0797     0.0080               D007800500128 
 178.       1850.      3.300      0.0796     0.0080               D007800500129 
 178.       1899.      3.598      0.0823     0.0083               D007800500130 
 178.       1950.      3.900      0.0846     0.0085               D007800500131 
 178.       1999.      4.055      0.0837     0.0084               D007800500132 
 178.       2049.      4.220      0.0829     0.0083               D007800500133 
 178.       2099.      4.269      0.0799     0.0081               D007800500134 
 178.       2149.      4.527      0.0808     0.0082               D007800500135 
 178.       2199.      4.732      0.0807     0.0081               D007800500136 
 178.       2249.      4.848      0.0791     0.0080               D007800500137 
 178.       2299.      5.023      0.0784     0.0079               D007800500138 
 178.       2398.      5.318      0.0762     0.0077               D007800500139 
 178.       2499.      5.603      0.0740     0.0074               D007800500140 
ENDDATA            115          0                                 D007800500141 
ENDSUBENT          140          0                                 D007800599999 
SUBENT        D0078006   20110912                             D080D007800600001 
BIB                  4         14                                 D007800600002 
REACTION  1(14-SI-0(P,EL)14-SI-0,,DA,,RTH)                        D007800600003 
          2(14-SI-0(P,EL)14-SI-0,,DA)                             D007800600004 
SAMPLE     Silicon and oxygen were also measured simultaneously   D007800600005 
            from a SiO2 film,(530+-50)x 10**15/cm2 thick, argon   D007800600006 
            sputtered over a vitreous graphite substrate.         D007800600007 
           4He BS experiments gave a composition of 35 at.% Si    D007800600008 
            and 57 at.% O.                                        D007800600009 
           A slight argon and carbon contamination due to         D007800600010 
            specimen preparation was detected in the Si02 layer,  D007800600011 
            but it did not influence the measurements.            D007800600012 
           The Si02 layer was also gold coated                    D007800600013 
            (100+-5)x10**15/cm2).                                 D007800600014 
STATUS     (TABLE) Fig.5 of Nucl.Instrum.Meth.B190(2002)95        D007800600015 
HISTORY    (20110912A) On. Uncertainty at 140 and 178 deg revised.D007800600016 
ENDBIB              14          0                                 D007800600017 
NOCOMMON             0          0                                 D007800600018 
DATA                 5        186                                 D007800600019 
ANG        EN         DATA      1DATA      2DATA-ERR  2           D007800600020 
ADEG       KEV        NO-DIM     B/SR       B/SR                  D007800600021 
 140.       497.       1.043      1.3620     0.0152               D007800600022 
 140.       597.       1.060      0.9989     0.0108               D007800600023 
 140.       697.       1.050      0.7082     0.0081               D007800600024 
 140.       747.       1.024      0.6009     0.0063               D007800600025 
 140.       797.       1.023      0.5266     0.0054               D007800600026 
 140.       898.       1.042      0.4231     0.0048               D007800600027 
 140.       998.       1.037      0.3400     0.0044               D007800600028 
 140.      1047.       1.057      0.3150     0.0042               D007800600029 
 140.      1098.       1.064      0.2884     0.0035               D007800600030 
 140.      1148.       1.057      0.2618     0.0034               D007800600031 
 140.      1198.       1.030      0.2342     0.0031               D007800600032 
 140.      1248.       1.050      0.2201     0.0028               D007800600033 
 140.      1297.       1.012      0.1961     0.0035               D007800600034 
 140.      1298.       1.021      0.1979     0.0026               D007800600035 
 140.      1348.       1.005      0.1803     0.0023               D007800600036 
 140.      1349.       1.014      0.1819     0.0021               D007800600037 
 140.      1398.       0.998      0.1666     0.0019               D007800600038 
 140.      1447.       0.967      0.1505     0.0018               D007800600039 
 140.      1450.       0.922      0.1427     0.0016               D007800600040 
 140.      1498.       0.955      0.1387     0.0015               D007800600041 
 140.      1547.       0.888      0.1210     0.0015               D007800600042 
 140.      1548.       0.860      0.1171     0.0016               D007800600043 
 140.      1568.       0.812      0.1077     0.0019               D007800600044 
 140.      1588.       0.754      0.0975     0.0025               D007800600045 
 140.      1598.       0.645      0.0824     0.0032               D007800600046 
 140.      1602.       0.628      0.0797     0.0035               D007800600047 
 140.      1608.       0.641      0.0808     0.0034               D007800600048 
 140.      1613.       0.571      0.0716     0.0033               D007800600049 
 140.      1618.       0.540      0.0672     0.0034               D007800600050 
 140.      1623.       0.538      0.0666     0.0037               D007800600051 
 140.      1628.       0.498      0.0613     0.0034               D007800600052 
 140.      1633.       0.518      0.0633     0.0035               D007800600053 
 140.      1639.       0.624      0.0757     0.0030               D007800600054 
 140.      1647.       1.065      0.1279     0.0027               D007800600055 
 140.      1648.       0.965      0.1159     0.0026               D007800600056 
 140.      1658.       1.263      0.1498     0.0028               D007800600057 
 140.      1663.       1.364      0.1608     0.0029               D007800600058 
 140.      1668.       1.429      0.1674     0.0022               D007800600059 
 140.      1679.       1.135      0.1320     0.0026               D007800600060 
 140.      1683.       1.484      0.1716     0.0025               D007800600061 
 140.      1689.       1.502      0.1727     0.0024               D007800600062 
 140.      1698.       1.428      0.1632     0.0023               D007800600063 
 140.      1708.       1.364      0.1524     0.0018               D007800600064 
 140.      1718.       1.460      0.1612     0.0016               D007800600065 
 140.      1748.       1.320      0.1406     0.0010               D007800600066 
 140.      1749.       1.287      0.1356     0.0010               D007800600067 
 140.      1798.       1.283      0.1293     0.0011               D007800600068 
 140.      1824.       1.257      0.1221     0.0026               D007800600069 
 140.      1849.       1.222      0.1164     0.0045               D007800600070 
 140.      1850.       1.218      0.1160     0.0033               D007800600071 
 140.      1888.       1.176      0.1074     0.0039               D007800600072 
 140.      1899.       1.165      0.1052     0.0033               D007800600073 
 140.      1944.       1.159      0.1004     0.0025               D007800600074 
 140.      1949.       1.131      0.0969     0.0024               D007800600075 
 140.      1959.       1.122      0.0952     0.0024               D007800600076 
 140.      1993.       0.997      0.0813     0.0021               D007800600077 
 140.      1998.       1.079      0.0879     0.0020               D007800600078 
 140.      2009.       0.995      0.0803     0.0019               D007800600079 
 140.      2029.       0.908      0.0718     0.0020               D007800600080 
 140.      2044.       0.864      0.0674     0.0021               D007800600081 
 140.      2049.       0.706      0.0548     0.0016               D007800600082 
 140.      2057.       0.694      0.0534     0.0017               D007800600083 
 140.      2064.       0.642      0.0491     0.0080               D007800600084 
 140.      2069.       0.570      0.0435     0.0052               D007800600085 
 140.      2074.       0.520      0.0394     0.0060               D007800600086 
 140.      2080.       0.747      0.0563     0.0044               D007800600087 
 140.      2084.       1.499      0.1125     0.0050               D007800600088 
 140.      2089.       2.824      0.2108     0.0052               D007800600089 
 140.      2095.       3.126      0.2322     0.0046               D007800600090 
 140.      2099.       2.240      0.1656     0.0042               D007800600091 
 140.      2109.       2.280      0.1670     0.0030               D007800600092 
 140.      2120.       1.855      0.1345     0.0019               D007800600093 
 140.      2129.       1.703      0.1224     0.0043               D007800600094 
 140.      2138.       1.762      0.1256     0.0046               D007800600095 
 140.      2149.       1.533      0.1082     0.0041               D007800600096 
 140.      2179.       1.396      0.0958     0.0038               D007800600097 
 140.      2199.       1.326      0.0893     0.0034               D007800600098 
 140.      2209.       1.371      0.0915     0.0031               D007800600099 
 140.      2238.       1.343      0.0873     0.0029               D007800600100 
 140.      2249.       1.281      0.0831     0.0019               D007800600101 
 140.      2269.       1.289      0.0816     0.0053               D007800600102 
 140.      2298.       1.268      0.0782     0.0036               D007800600103 
 140.      2299.       1.287      0.0793     0.0028               D007800600104 
 140.      2397.       1.216      0.0690     0.0026               D007800600105 
 140.      2398.       1.204      0.0682     0.0024               D007800600106 
 140.      2497.       1.178      0.0629     0.0021               D007800600107 
 140.      2498.       1.128      0.0588     0.0016               D007800600108 
 178.       497.       0.974      1.0089     0.0072               D007800600109 
 178.       597.       1.016      0.7280     0.0053               D007800600110 
 178.       697.       0.972      0.5100     0.0039               D007800600111 
 178.       748.       0.973      0.4442     0.0030               D007800600112 
 178.       806.       0.966      0.3871     0.0025               D007800600113 
 178.       898.       0.984      0.3110     0.0021               D007800600114 
 178.       998.       0.949      0.2427     0.0020               D007800600115 
 178.       999.       0.978      0.2496     0.0018               D007800600116 
 178.      1047.       0.944      0.2191     0.0018               D007800600117 
 178.      1068.       0.947      0.1999     0.0015               D007800600118 
 178.      1109.       0.947      0.1999     0.0015               D007800600119 
 178.      1148.       0.967      0.1866     0.0014               D007800600120 
 178.      1198.       0.950      0.1683     0.0013               D007800600121 
 178.      1248.       0.978      0.1596     0.0010               D007800600122 
 178.      1277.       0.956      0.1444     0.0007               D007800600123 
 178.      1306.       0.940      0.1400     0.0007               D007800600124 
 178.      1342.       0.938      0.1312     0.0006               D007800600125 
 178.      1362.       0.925      0.1281     0.0006               D007800600126 
 178.      1398.       0.942      0.1224     0.0006               D007800600127 
 178.      1405.       0.894      0.1155     0.0005               D007800600128 
 178.      1434.       0.854      0.1039     0.0005               D007800600129 
 178.      1447.       0.873      0.1059     0.0005               D007800600130 
 178.      1464.       0.814      0.0966     0.0004               D007800600131 
 178.      1498.       0.786      0.0890     0.0005               D007800600132 
 178.      1515.       0.718      0.0799     0.0006               D007800600133 
 178.      1535.       0.647      0.0686     0.0008               D007800600134 
 178.      1551.       0.583      0.0618     0.0011               D007800600135 
 178.      1568.       0.511      0.0530     0.0018               D007800600136 
 178.      1579.       0.432      0.0435     0.0018               D007800600137 
 178.      1588.       0.392      0.0390     0.0026               D007800600138 
 178.      1598.       0.376      0.0374     0.0023               D007800600139 
 178.      1602.       0.345      0.0341     0.0022               D007800600140 
 178.      1609.       0.321      0.0315     0.0020               D007800600141 
 178.      1613.       0.305      0.0298     0.0020               D007800600142 
 178.      1618.       0.266      0.0259     0.0020               D007800600143 
 178.      1623.       0.361      0.0348     0.0018               D007800600144 
 178.      1628.       0.397      0.0380     0.0016               D007800600145 
 178.      1633.       0.688      0.0655     0.0016               D007800600146 
 178.      1639.       1.069      0.1011     0.0014               D007800600147 
 178.      1648.       1.936      0.1812     0.0013               D007800600148 
 178.      1651.       2.159      0.2020     0.0011               D007800600149 
 178.      1652.       2.071      0.1914     0.0011               D007800600150 
 178.      1663.       3.207      0.2945     0.0012               D007800600151 
 178.      1668.       2.822      0.2576     0.0008               D007800600152 
 178.      1679.       2.517      0.2284     0.0010               D007800600153 
 178.      1679.       2.397      0.2159     0.0012               D007800600154 
 178.      1680.       2.438      0.2185     0.0009               D007800600155 
 178.      1689.       2.307      0.2055     0.0008               D007800600156 
 178.      1692.       2.213      0.1948     0.0008               D007800600157 
 178.      1701.       1.948      0.1704     0.0006               D007800600158 
 178.      1710.       1.820      0.1584     0.0013               D007800600159 
 178.      1724.       1.711      0.1472     0.0005               D007800600160 
 178.      1731.       1.643      0.1397     0.0004               D007800600161 
 178.      1745.       1.604      0.1333     0.0004               D007800600162 
 178.      1770.       1.557      0.1262     0.0005               D007800600163 
 178.      1788.       1.505      0.1182     0.0007               D007800600164 
 178.      1800.       1.443      0.1130     0.0015               D007800600165 
 178.      1837.       1.371      0.1032     0.0024               D007800600166 
 178.      1850.       1.351      0.1003     0.0019               D007800600167 
 178.      1863.       1.309      0.0960     0.0020               D007800600168 
 178.      1880.       1.260      0.0887     0.0014               D007800600169 
 178.      1899.       1.230      0.0873     0.0012               D007800600170 
 178.      1913.       1.230      0.0846     0.0011               D007800600171 
 178.      1934.       1.191      0.0799     0.0010               D007800600172 
 178.      1949.       1.173      0.0784     0.0011               D007800600173 
 178.      1967.       1.110      0.0731     0.0009               D007800600174 
 178.      1979.       1.053      0.0673     0.0007               D007800600175 
 178.      1999.       1.040      0.0661     0.0008               D007800600176 
 178.      2013.       0.974      0.0613     0.0008               D007800600177 
 178.      2026.       0.929      0.0573     0.0007               D007800600178 
 178.      2036.       0.867      0.0531     0.0006               D007800600179 
 178.      2045.       0.776      0.0475     0.0005               D007800600180 
 178.      2057.       0.607      0.0364     0.0005               D007800600181 
 178.      2065.       0.577      0.0344     0.0037               D007800600182 
 178.      2068.       0.601      0.0357     0.0022               D007800600183 
 178.      2076.       0.721      0.0422     0.0020               D007800600184 
 178.      2080.       1.074      0.0631     0.0025               D007800600185 
 178.      2084.       2.207      0.1291     0.0018               D007800600186 
 178.      2089.       3.664      0.2132     0.0021               D007800600187 
 178.      2094.       4.048      0.2344     0.0019               D007800600188 
 178.      2099.       3.250      0.1873     0.0015               D007800600189 
 178.      2109.       2.239      0.1278     0.0010               D007800600190 
 178.      2120.       1.700      0.0961     0.0006               D007800600191 
 178.      2129.       1.626      0.0911     0.0026               D007800600192 
 178.      2138.       1.582      0.0878     0.0029               D007800600193 
 178.      2152.       1.553      0.0854     0.0020               D007800600194 
 178.      2168.       1.515      0.0818     0.0017               D007800600195 
 178.      2182.       1.498      0.0824     0.0016               D007800600196 
 178.      2198.       1.462      0.0768     0.0015               D007800600197 
 178.      2216.       1.399      0.0723     0.0013               D007800600198 
 178.      2241.       1.363      0.0684     0.0013               D007800600199 
 178.      2265.       1.336      0.0665     0.0008               D007800600200 
 178.      2286.       1.281      0.0621     0.0024               D007800600201 
 178.      2319.       1.245      0.0598     0.0015               D007800600202 
 178.      2339.       1.218      0.0569     0.0012               D007800600203 
 178.      2364.       1.182      0.0530     0.0011               D007800600204 
 178.      2405.       1.110      0.0481     0.0010               D007800600205 
 178.      2445.       1.047      0.0440     0.000894             D007800600206 
 178.      2492.       1.020      0.0416     0.000645             D007800600207 
ENDDATA            188          0                                 D007800600208 
ENDSUBENT          207          0                                 D007800699999 
ENDENTRY             6          0                                 D007899999999 
